"","posXY","posX","posY","00:0f:a3:39:e1:c0","00:14:bf:3b:c7:c6","00:14:bf:b1:97:81","00:14:bf:b1:97:8a","00:14:bf:b1:97:8d","00:14:bf:b1:97:90","angle"
"11-71","11-7",11,7,-46.3030303030303,-49.4582999789341,-60.7773288370722,-56.5064548912735,-49.6793924466338,-70.8440867485296,45
"11-81","11-8",11,8,-46.9181818181818,-51.2174178296347,-59.6786359127537,-59.68022147697,-55.3953122565062,-66.2666966721222,45
"12-31","12-3",12,3,-49.8139560745065,-49.6320835065856,-52.1906248079169,-57.7514316239316,-58.6674078690992,-65.997888709966,45
"12-41","12-4",12,4,-49.4983597442313,-51.6722584012431,-54.4370811048377,-55.8741280349924,-56.4060691181478,-67.2772456434654,45
"12-51","12-5",12,5,-48.6706117781589,-52.0950985181567,-58.1902450980392,-55.3207798432097,-57.9776201733649,-70.8049144062969,45
"12-61","12-6",12,6,-48.9424242424242,-51.0309395469819,-59.6663847609843,-58.033860342556,-55.3642271017952,-70.9623575941315,45
"12-71","12-7",12,7,-50.3818181818182,-53.7991699922403,-57.0532619109834,-60.8265688073394,-47.1239385727191,-66.5696073639622,45
"12-81","12-8",12,8,-48.6363636363636,-55.122514619883,-58.9504060026724,-54.1822876197876,-50.4069173676398,-71.3739161213318,45
"13-31","13-3",13,3,-51.3540450375313,-49.9200111250174,-49.3465799755657,-58.0161967283685,-56.3043062904174,-68.2057634705902,45
"13-41","13-4",13,4,-49.586895986896,-50.1134259259259,-53.919171089981,-58.8216704459562,-58.4568698519497,-66.3455284552846,45
"13-51","13-5",13,5,-48.3878787878788,-49.5659930900328,-59.9032085561497,-53.7570611613155,-60.2625975875976,-67.6912914863647,45
"13-61","13-6",13,6,-51.1909090909091,-51.4945809117913,-59.8175736768433,-55.4969464010013,-57.3401024428684,-67.6795050205213,45
"13-71","13-7",13,7,-46.8030303030303,-52.2576181395973,-58.8430028752609,-58.3455587842614,-51.2623685837972,-67.8577574823228,45
"13-81","13-8",13,8,-50.4121212121212,-55.1504905896434,-60.0416320063379,-58.0802813888432,-55.7663993095028,-62.8845727393522,45
"14-31","14-3",14,3,-52.3180428134557,-54.5296392788794,-47.1779336734694,-59.3524784885896,-58.4098589606825,-72.7073579688286,45
"14-71","14-7",14,7,-51.3624421787973,-47.7450783057012,-58.2216412029094,-58.8358409447758,-48.558805475925,-71.0613742053027,45
"14-81","14-8",14,8,-53.5090909090909,-50.971669209255,-57.42586190339,-61.2897888994307,-53.1888222055514,-69.6005691113108,45
"15-31","15-3",15,3,-56.4229517396184,-52.3685627360554,-49.2026705347486,-63.1141766035383,-58.7689138576779,-72.1439494491535,45
"15-71","15-7",15,7,-53.3939393939394,-55.1808137059119,-58.2112368193928,-58.5785051225781,-49.5282634881778,-72.2461292478045,45
"15-81","15-8",15,8,-51.1272727272727,-52.0437254901961,-57.3115635997989,-56.0868597970908,-48.64895443196,-72.2051353118426,45
"16-31","16-3",16,3,-55.7212121212121,-55.342274213242,-50.7873482162046,-63.4910269360269,-56.5445135098713,-73.9857732566711,45
"16-71","16-7",16,7,-53.1939393939394,-57.0682700583181,-55.4246315143848,-57.5302795391669,-49.6147191011236,-72.099398191723,45
"16-81","16-8",16,8,-53.8,-57.0386801404948,-57.1232804232804,-58.6860625120494,-50.6263157894737,-74.6989283074649,45
"17-31","17-3",17,3,-54.4848484848485,-55.3100505811035,-54.1587095052214,-62.7005664488017,-55.5475741787681,-72.8432864388937,45
"17-71","17-7",17,7,-53.3079330512052,-57.2077086559689,-56.6534911109379,-57.3973914059203,-46.9801938753029,-71.7502474160396,45
"17-81","17-8",17,8,-53.6272727272727,-53.5929982109948,-57.1026385484217,-58.5879529415906,-48.4351851851852,-76.1990918121186,45
"18-31","18-3",18,3,-54.7521948456528,-56.0663384304375,-48.8154688731284,-61.1503370418178,-55.898289295393,-73.018001566365,45
"18-71","18-7",18,7,-52.9363636363636,-60.0510145285426,-57.9194695288015,-61.3238367175241,-47.9852171637886,-70.1695318180571,45
"18-81","18-8",18,8,-54.6454545454545,-59.3377922831926,-57.9734865619333,-62.1760955094288,-51.2336297555507,-75.4993840847499,45
"19-31","19-3",19,3,-57.7513483458438,-55.4919073371895,-48.7253900577969,-63.9185185185185,-54.4940458763618,-74.2298847786537,45
"19-71","19-7",19,7,-55.4,-59.68279759677,-57.0539530377059,-60.1710055777968,-49.1132699865703,-72.4243208494048,45
"19-81","19-8",19,8,-54.0090909090909,-59.1658968850698,-55.2248845919345,-60.3932182668105,-49.7030146425495,-70.757997086404,45
"2-01","2-0",2,0,-54.4800774920041,-63.5115913059461,-66.8593808955255,-37.4073845026226,-66.7711929619388,-59.4799382716049,45
"2-14","2-1",2,1,-52.7393939393939,-63.9959939772779,-62.6015993627662,-40.9292736892737,-60.9048980484714,-51.4416951469583,45
"2-101","2-10",2,10,-53.8363636363636,-66.6618693283533,-65.8350806829909,-49.2061880666245,-64.2698466986224,-45.7225343893613,45
"2-111","2-11",2,11,-53.967914234084,-69.8873024853506,-69.9800688077803,-47.9719857509806,-67.508485958486,-42.1044144583402,45
"2-121","2-12",2,12,-56.2545454545455,-69.924594133428,-72.1855498635098,-52.7419413919414,-68.6941798941799,-42.7353195759136,45
"2-131","2-13",2,13,-57.2859049207673,-69.0923686741112,-73.6273504451285,-49.7536573392243,-69.2763875932624,-40.2266910866911,45
"2-21","2-2",2,2,-49.3757575757576,-63.5889527139527,-60.6701649533827,-42.5111369614932,-61.6453849759517,-52.1727643023961,45
"2-31","2-3",2,3,-55.6393939393939,-61.8115890649264,-58.115460838111,-43.8524530061246,-61.8966424545076,-54.5030133448127,45
"2-41","2-4",2,4,-56.9382747516704,-61.3483269476373,-58.0521129823726,-42.0390021811405,-60.8110765507811,-52.0036859826333,45
"2-51","2-5",2,5,-50.8818181818182,-66.1403619817484,-65.3821292987852,-49.8110072689512,-59.758180942089,-55.080788535819,45
"2-61","2-6",2,6,-51.8363636363636,-66.4781041766742,-62.4380958958448,-44.4668374016273,-58.5401855870688,-50.9774695550443,45
"2-71","2-7",2,7,-53.0515151515152,-65.7835195910488,-62.636732835325,-48.4814814814815,-52.7471475507766,-53.4518096938586,45
"2-81","2-8",2,8,-52.3818181818182,-64.9261970923443,-61.163375238988,-47.6951919892179,-54.3435992087155,-49.4014169770472,45
"2-91","2-9",2,9,-52.8940783986656,-65.9873705481182,-66.5015105890776,-49.2109390333372,-64.466664636215,-51.8228114039474,45
"20-31","20-3",20,3,-56.2390603280512,-58.3288975317115,-45.8851703727404,-62.2282961905582,-53.971077123651,-74.9514768728004,45
"20-71","20-7",20,7,-54.4060606060606,-59.1168789482486,-56.4448072214926,-59.9069298756799,-50.9048403287534,-71.5597022860181,45
"20-81","20-8",20,8,-52.8090909090909,-59.6629530224,-54.2261198809286,-61.9209313176558,-50.2048521921231,-72.5779073011318,45
"21-31","21-3",21,3,-58.6515151515151,-60.609065009065,-45.8496240254222,-62.6093567251462,-53.599025691837,-77.047519544358,45
"21-41","21-4",21,4,-57.798804559355,-61.5499813363195,-49.0325062009307,-68.044103776202,-48.6967245268216,-77.459695463177,45
"21-51","21-5",21,5,-58.6757575757576,-60.1039629376877,-51.2801790801791,-65.5653356286016,-51.579747486556,-78.0094339622642,45
"21-61","21-6",21,6,-58,-63.1029125854678,-53.5915535249774,-66.8721080150593,-42.814417456936,-74.878644514114,45
"21-71","21-7",21,7,-54.8969696969697,-62.3429211557031,-54.6546691555076,-61.298596176822,-48.4355782665163,-67.7681710615281,45
"21-81","21-8",21,8,-53.1787878787879,-62.607146867911,-55.2251690821256,-62.7632936507937,-47.3217869087434,-71.5907618258045,45
"22-31","22-3",22,3,-60.1665165165165,-60.9718400679019,-48.6700961538462,-61.1915838284851,-51.6225045144968,-75.9409825523981,45
"22-41","22-4",22,4,-57.2181818181818,-61.2775119617225,-49.0263990745591,-63.4989115454813,-53.3712530761292,-77.1090702947846,45
"22-51","22-5",22,5,-55.8575757575758,-59.0079750740876,-51.2946588503501,-67.1688518751754,-49.1512979773849,-79.214677305542,45
"22-61","22-6",22,6,-58.6757575757576,-60.9810024800434,-52.170038291864,-64.2284911878781,-45.6960230245945,-75.4338155484339,45
"22-71","22-7",22,7,-55.6818181818182,-65.0090418353576,-55.1426630434783,-63.4744881334743,-45.0393816950518,-69.6068526581574,45
"22-81","22-8",22,8,-56.4030303030303,-64.0416717080057,-55.8540813133037,-64.0163696369637,-45.8989955950482,-70.3862345794782,45
"23-31","23-3",23,3,-57.6757575757576,-61.3513574308442,-46.7980364656381,-64.6503036253227,-51.0433805050066,-75.873164983165,45
"23-41","23-4",23,4,-55.9569919377259,-61.665933223744,-48.3905797101449,-64.5502837809936,-50.4593122358099,-77.8684209058456,45
"23-51","23-5",23,5,-57.930303030303,-60.1400563219166,-52.6255253518411,-65.1136712749616,-51.1505468609462,-75.4650444132772,45
"23-61","23-6",23,6,-60.27125382263,-62.8928500440128,-56.1194684059191,-65.9308470646838,-46.9977002871245,-70.410319565492,45
"23-71","23-7",23,7,-58.069696969697,-60.6693095714372,-55.0063440501971,-62.4928857018688,-48.5407805227354,-75.6381886087768,45
"23-81","23-8",23,8,-56.8030303030303,-61.9150635208711,-53.3098636290392,-63.5752129590839,-48.0415193602694,-73.6358784893268,45
"24-31","24-3",24,3,-56.2363636363636,-60.8065429808287,-48.9229260832256,-62.8355193193903,-54.6428987039586,-77.8052634590475,45
"24-41","24-4",24,4,-58.4545454545455,-62.5165480104667,-52.6859405348872,-66.0283382066277,-52.7023916137318,-75.9135688684076,45
"24-51","24-5",24,5,-59.4121212121212,-60.0938478772776,-54.8112490149724,-65.0122715382116,-50.3222113190412,-72.6797827903091,45
"24-61","24-6",24,6,-59.6366694467612,-63.3187098813584,-48.6736497545008,-61.5978536154186,-48.5445500039096,-77.5305641639973,45
"24-71","24-7",24,7,-58.5001441530494,-59.7154735704081,-56.1894265232975,-63.7981412922589,-47.8406857034556,-71.9247485234404,45
"24-81","24-8",24,8,-56.1790658882402,-65.2264457635084,-55.0581165557572,-61.9399228012131,-45.2671764159066,-76.7924760601915,45
"25-31","25-3",25,3,-60.8262094630516,-62.0424711046675,-47.8728253800419,-64.5537240537241,-50.6714386126495,-77.110624806165,45
"25-41","25-4",25,4,-60.1066687204302,-61.6331983231889,-49.1188451757208,-68.5721951659452,-53.8414922050807,-79.155193236715,45
"25-71","25-7",25,7,-55.2,-61.7648869695178,-54.0787235096059,-67.7310186385504,-51.3762561432669,-79.062962962963,45
"25-81","25-8",25,8,-56.4909090909091,-62.8790234349895,-55.3187763111862,-64.6501614078934,-49.1725390309666,-75.7463383838384,45
"26-31","26-3",26,3,-56.3272727272727,-61.200179018976,-48.5183977432102,-63.5219013689165,-52.6823105874652,-78.7974549357163,45
"26-41","26-4",26,4,-59.3060606060606,-63.9690990708842,-51.5899608825679,-64.1161924119241,-52.089204419087,-74.8897291497693,45
"26-51","26-5",26,5,-59.4636363636364,-62.2199389639252,-54.0465602207767,-62.9054597411638,-49.8566199630716,-75.8792923579688,45
"26-61","26-6",26,6,-59.0909090909091,-64.6855582137161,-53.8886305631829,-63.6273092433918,-53.1141445010375,-75.4966386554622,45
"26-71","26-7",26,7,-57.8727272727273,-61.5141626272319,-53.6371657016818,-68.0360193204853,-49.1593813593814,-74.8828661974729,45
"26-81","26-8",26,8,-58.9790658882402,-60.9466373334016,-52.6095386609597,-66.4243582005472,-44.6401191401191,-76.7426693629929,45
"27-31","27-3",27,3,-58.3636363636364,-61.9202686202686,-43.7763149863893,-67.7922710248553,-48.6978144485524,-78.8133551503818,45
"27-71","27-7",27,7,-54.9501529051988,-63.6512247795095,-50.8500671273202,-69.3962526408146,-41.1848627521011,-74.469114460965,45
"27-81","27-8",27,8,-54.3484848484849,-64.9908277917909,-50.5826501859623,-68.2531239446133,-45.4587980829612,-73.2184769038702,45
"28-31","28-3",28,3,-58.4020016680567,-66.3275562643984,-44.7378190678124,-63.6668193967163,-49.8394586535414,-79.8574694311536,45
"28-71","28-7",28,7,-62.3484848484849,-62.6217769698973,-48.1271415243999,-66.4915016398887,-42.487213228748,-76.3895534895754,45
"28-81","28-8",28,8,-56.7333333333333,-66.348515795207,-50.7445538981143,-65.9448788985634,-46.4283615327852,-74.1552591128678,45
"29-31","29-3",29,3,-59.269696969697,-66.0919601947308,-42.9204479015735,-64.6040362811791,-50.8020181171884,-76.1218008017268,45
"29-71","29-7",29,7,-53.2333333333333,-65.461375230539,-50.4864533614534,-66.7998518986361,-44.0359095026623,-79.330074047816,45
"29-81","29-8",29,8,-55.8828468167918,-62.9487444730594,-52.3171409040417,-68.0447412499705,-47.2926529417213,-75.8735835982718,45
"3-31","3-3",3,3,-52.4658604392549,-57.2896464646465,-58.4995056383945,-49.1803663973567,-60.5199419698607,-53.897666886013,45
"3-71","3-7",3,7,-52.689463441757,-62.5172239108409,-61.8546739626083,-49.6503840245776,-53.3503401360544,-50.6326115740541,45
"3-81","3-8",3,8,-48.8484848484849,-64.0689196108551,-62.6921004858187,-51.996571153714,-57.0370260626937,-51.3181337181337,45
"30-31","30-3",30,3,-59.7909090909091,-65.7502333816192,-45.8603440038223,-66.1074051613773,-42.8750588837686,-77.5664944013781,45
"30-71","30-7",30,7,-57.9121212121212,-65.4442577921046,-48.4195148822346,-67.5148452316005,-41.5176942798302,-77.8016857694277,45
"30-81","30-8",30,8,-55.3393939393939,-64.2650053633346,-47.8333333333333,-65.7194841706393,-44.290780141844,-76.7231997418193,45
"31-31","31-3",31,3,-60.5272727272727,-66.5846469069687,-42.7317596202026,-64.1682778006307,-44.1967641465064,-79.5956660700863,45
"31-71","31-7",31,7,-56.7981651376147,-65.6947652433582,-45.1969254685534,-67.7690636885674,-42.6825026825027,-76.3221840338972,45
"31-81","31-8",31,8,-57.19760911871,-64.0337037037037,-46.229470464777,-68.1115736115736,-45.2497641980011,-79.5171069528527,45
"32-31","32-3",32,3,-62.369696969697,-67.6481645778978,-39.2580224602697,-67.5196935157041,-42.0456497969385,-79.5232804596695,45
"32-41","32-4",32,4,-64.0537598204265,-66.6216641828117,-42.8044364314387,-68.8510997732426,-43.9746226308024,-78.7741669296684,45
"32-51","32-5",32,5,-65.9428872450822,-71.6583533353335,-45.0601937744795,-69.5619113149847,-38.1757271817138,-78.9494962014276,45
"32-61","32-6",32,6,-62.269696969697,-67.4593159075918,-51.059588691411,-70.0346037290259,-42.7180682201959,-80.1328256928257,45
"32-71","32-7",32,7,-56.8333333333333,-60.3069125549585,-46.9787160208213,-64.4801004448271,-39.003534732552,-76.8670010232979,45
"32-81","32-8",32,8,-56.969696969697,-68.1575258932402,-50.3164400525104,-68.9480592155956,-39.6157577355837,-81.8357568027211,45
"33-31","33-3",33,3,-63.2431748679455,-66.1334815977673,-42.7848473865147,-64.3561832771299,-50.799563732148,-79.678395793824,45
"33-41","33-4",33,4,-60.1002780094523,-68.2405612244898,-48.1891058301151,-66.0302777777778,-47.1291245791246,-83.0322688441534,45
"33-71","33-7",33,7,-53.230303030303,-65.36367003367,-44.8192861364404,-66.3794045449838,-35.4338565944223,-73.3762895513114,45
"33-81","33-8",33,8,-56.5848484848485,-70.3636978993669,-47.1302942794279,-67.0848299319728,-35.8148492511185,-80.3236733469446,45
"4-31","4-3",4,3,-48.2471953578337,-58.9176136363636,-55.6658361744908,-52.9679487179487,-57.3489040060469,-59.6277681771633,45
"4-71","4-7",4,7,-49.6121212121212,-60.3097425722426,-61.8270266379276,-51.6887501926337,-49.6392374517375,-54.5713038914245,45
"4-81","4-8",4,8,-46.7,-63.1753843481938,-58.734685091911,-49.5683425100187,-57.4097123998114,-59.5255332902392,45
"5-31","5-3",5,3,-49.0521267723103,-55.7424688057041,-54.2461374919299,-50.6382012724118,-56.2185163996949,-67.7382044584576,45
"5-71","5-7",5,7,-46.8878787878788,-61.811953473933,-60.9013615437359,-51.5908333126546,-51.1039623458978,-60.6487877202163,45
"5-81","5-8",5,8,-47.5565656565657,-62.1486572890026,-60.1705988403648,-54.576338899196,-55.6611298235473,-59.6318323151561,45
"6-31","6-3",6,3,-47.4373191373191,-56.3825396825397,-54.7993797503749,-53.4556597719456,-53.7272782492371,-64.0956957371754,45
"6-71","6-7",6,7,-46.853655824298,-60.7726861537652,-63.7702508462002,-51.020966335252,-54.5419327049762,-61.8356055305681,45
"6-81","6-8",6,8,-48.9484848484848,-59.6579945228565,-60.9545270375565,-55.9107105402187,-57.2518862343864,-60.7366773779963,45
"7-31","7-3",7,3,-44.3001112037809,-55.3515652211773,-53.7660488970481,-56.1139562935885,-57.418959094491,-63.1426325031928,45
"7-71","7-7",7,7,-45.7545454545455,-59.4898316498317,-62.753208583967,-57.0637838468721,-54.9726962940588,-62.307665611922,45
"7-81","7-8",7,8,-50.9378105378105,-57.3071772253408,-59.4441695977243,-55.2039202789173,-54.2719949630062,-66.2772776868522,45
"8-31","8-3",8,3,-50.6151515151515,-52.2657617592492,-55.542160348612,-53.8450273079634,-58.5310426675818,-67.2935188970599,45
"8-71","8-7",8,7,-48.0975257158743,-55.758527479092,-57.9022556390977,-58.3584462577273,-55.9445661913667,-63.3841614789662,45
"8-81","8-8",8,8,-48.3121212121212,-59.68238480745,-62.0841555054447,-58.7665439774629,-55.3405628825529,-62.3953623188406,45
"9-31","9-3",9,3,-48.6745017745018,-50.0092089371981,-55.0946278865149,-50.6861152781945,-55.2772857930954,-62.7099763593381,45
"9-41","9-4",9,4,-47.4167449211792,-53.8644811834178,-51.8030132850242,-59.8415315444588,-58.5854608659239,-72.0950626640282,45
"9-71","9-7",9,7,-51.8458993605783,-53.0284220726234,-60.3981976960238,-60.4296423895906,-54.1043505106005,-64.5088586344601,45
"9-81","9-8",9,8,-46.8606060606061,-51.8938783128033,-61.0503132133567,-59.7786014264509,-51.8538419120368,-65.0338275969693,45
"0-02","0-0",0,0,-53.1784883032671,-65.8523978739236,-63.1899099692578,-38.6556705539908,-65.1617382411253,-55.3488489404872,90
"0-15","0-1",0,1,-53.8,-66.9696145124717,-62.9830047573212,-41.1401373254809,-64.210070888154,-59.3247133301481,90
"0-102","0-10",0,10,-55.8024464831804,-66.5550899721213,-67.5631420941766,-47.8755269732581,-66.2156099599741,-50.5939060549313,90
"0-112","0-11",0,11,-54.0545454545455,-69.8279473530535,-70.10017324671,-51.0403150733978,-65.8170412823648,-56.2159118701244,90
"0-122","0-12",0,12,-53.9090909090909,-69.7135627994545,-71.4128575785927,-48.7519675982709,-65.3233844468784,-52.2733793719508,90
"0-132","0-13",0,13,-55.6848484848485,-71.432884097035,-74.0362194145157,-44.3077338814474,-68.8247912714889,-52.9295596226289,90
"0-22","0-2",0,2,-54.2461643461643,-62.2653145489988,-62.3562569743344,-42.7465766701281,-62.0207964822243,-52.7714688878826,90
"0-32","0-3",0,3,-55.1606060606061,-61.9072166501009,-55.8394176722875,-39.5443446768146,-61.239103518195,-53.5404390682106,90
"0-42","0-4",0,4,-50.5,-63.6957309024913,-59.7330762411348,-40.4095574557456,-60.8678099743741,-55.1342957178405,90
"0-72","0-7",0,7,-56.2461182617146,-64.1942928374099,-64.6569362825401,-47.02113726253,-53.646805115266,-59.302326659251,90
"0-82","0-8",0,8,-55.7548790658882,-67.0533516109359,-63.9974480860892,-50.6704328388539,-56.2693135888196,-53.4876995764093,90
"0-92","0-9",0,9,-51.6787878787879,-66.5967861863847,-66.9747808438053,-47.8287078361096,-63.4834029020076,-51.83536516917,90
"1-02","1-0",1,0,-49.8090909090909,-63.1859543010753,-65.250341997264,-34.6849092338479,-64.9317411502977,-54.9359214868855,90
"1-15","1-1",1,1,-55.1340005560189,-63.2036556963127,-66.2957637375938,-38.2477089737959,-66.3518343035062,-53.4499250130318,90
"1-102","1-10",1,10,-56.4363636363636,-67.6133615202764,-73.6990031897927,-48.4709337168884,-65.188030638612,-52.2227709301542,90
"1-112","1-11",1,11,-54.2151515151515,-68.0790955375861,-70.3450644683999,-46.7522062588476,-65.1251262626263,-50.786858076564,90
"1-122","1-12",1,12,-56.0606060606061,-69.732670837934,-70.4250239421611,-49.0516729277381,-71.6997927242515,-48.6831637916839,90
"1-132","1-13",1,13,-57.3666666666667,-70.2059916384265,-74.5643724252127,-43.8272585735325,-70.8061546840959,-44.2256141709299,90
"1-22","1-2",1,2,-56.2925364758698,-65.3990606995486,-60.3622998603052,-40.0303349351973,-62.5780701085437,-56.8374249028325,90
"1-32","1-3",1,3,-53.7960244648318,-62.3342803030303,-54.39639101113,-39.2134452387645,-58.6703598096487,-57.4434742969353,90
"1-42","1-4",1,4,-52.8424242424242,-62.1521731266759,-58.9874935914746,-42.5256781036228,-60.2152986610963,-53.7084034665743,90
"1-52","1-5",1,5,-53.9181818181818,-64.6262136925832,-64.5998346969229,-38.6115743905218,-64.6841627635795,-57.2945584554446,90
"1-62","1-6",1,6,-49.2826644826645,-66.287580842097,-64.0157754010695,-48.3613640327926,-61.3900506311555,-54.1026130055511,90
"1-72","1-7",1,7,-53.4701610701611,-65.7483552204297,-63.1738486261677,-44.6797411003236,-52.5121825457345,-52.0526893802048,90
"1-82","1-8",1,8,-53.582196969697,-65.8187156672668,-63.9224316402679,-48.8454172815216,-51.6950549450549,-51.005082450054,90
"1-92","1-9",1,9,-53.7787878787879,-67.0553109969838,-65.8108256112087,-49.2486797216956,-64.6701278081216,-50.984235488588,90
"10-32","10-3",10,3,-48.229012345679,-51.6473960821787,-50.7831215461102,-56.4403213274181,-56.8124902602462,-67.2976787773256,90
"10-42","10-4",10,4,-49.5023630803447,-48.515659403019,-52.5425626815713,-59.5028617216117,-56.2907375966799,-70.3867724867725,90
"10-52","10-5",10,5,-46.7030303030303,-50.8266178266178,-56.5162725412505,-57.3721471821146,-58.2217926720058,-70.5313905636903,90
"10-62","10-6",10,6,-44.7363636363636,-51.2322305451519,-59.3897104957761,-59.2251461988304,-57.3615353349307,-68.8132559774965,90
"10-72","10-7",10,7,-47.4393939393939,-51.9401279128673,-58.405889616002,-59.5899845426441,-52.8361074597361,-68.3508876260958,90
"10-82","10-8",10,8,-44.3848484848485,-55.1978724040936,-61.7310364782388,-58.3475567633414,-50.8736200716846,-66.0850785500336,90
"11-32","11-3",11,3,-49.8782596608285,-45.244836392824,-52.5192505149927,-59.9019995877139,-59.2085663821019,-66.1344907407407,90
"11-42","11-4",11,4,-50.8006116207951,-48.7045679859681,-55.7402004830719,-58.5221088435374,-59.0937729837455,-73.039368039368,90
"11-52","11-5",11,5,-52.0523769808173,-50.6929287150683,-61.8605763375049,-59.5398833697803,-58.2560629961653,-69.0254547339732,90
"11-62","11-6",11,6,-47.2955518487629,-51.032773297491,-61.7655900086133,-58.039748025164,-54.1860120752085,-73.6979096729172,90
"11-72","11-7",11,7,-46.1818181818182,-49.5829530779165,-59.1614607411576,-57.2039357729649,-48.9753108139808,-70.1017804823079,90
"11-82","11-8",11,8,-47.9818181818182,-52.9126108950405,-59.34219491065,-60.3015627671092,-52.6749875674908,-64.8094605229754,90
"12-32","12-3",12,3,-50.9897136502641,-49.3407977645121,-50.8726138922104,-60.5274904798172,-57.9934948256209,-65.9089998210771,90
"12-42","12-4",12,4,-49.9515151515152,-51.0769680314468,-55.3670456438447,-57.4856128586183,-56.591487660002,-68.0919975770629,90
"12-52","12-5",12,5,-49.4267418865826,-52.7904647754513,-57.2859176126591,-57.2370496844796,-58.1436493390354,-70.7178176321033,90
"12-62","12-6",12,6,-49.1939393939394,-50.4235806137803,-60.5048836013806,-57.033860342556,-57.6965284433844,-70.1632471739561,90
"12-72","12-7",12,7,-51.8030303030303,-53.2074302261585,-57.0561311347828,-58.8237886654955,-44.8479091995221,-67.7096394984326,90
"12-82","12-8",12,8,-49.9,-57.072514619883,-57.4195667711254,-55.4968480593481,-46.0743262411348,-69.8627892553663,90
