,REGION TYPE,REGION,YEAR,WEEK,TOTAL SPECIMENS,TOTAL A,TOTAL B,PERCENT POSITIVE,PERCENT A,PERCENT B
45,States,Vermont,2015,40,91,0,1,1.1,0,1.1
46,States,Virginia,2015,40,156,0,0,0,0,0
47,States,Washington,2015,40,245,3,0,1.22,1.22,0
48,States,West Virginia,2015,40,327,0,0,0,0,0
49,States,Wisconsin,2015,40,681,1,1,0.29,0.15,0.15
50,States,Wyoming,2015,40,X,X,X,X,X,X
51,States,Puerto Rico,2015,40,0,0,0,0,0,0
52,States,Virgin Islands,2015,40,X,X,X,X,X,X
53,States,New York City,2015,40,X,X,X,X,X,X
54,States,Alabama,2015,41,167,2,1,1.8,1.2,0.6
55,States,Alaska,2015,41,X,X,X,X,X,X
56,States,Arizona,2015,41,71,0,0,0,0,0
57,States,Arkansas,2015,41,36,1,0,2.78,2.78,0
58,States,California,2015,41,661,3,2,0.76,0.45,0.3
59,States,Colorado,2015,41,281,2,0,0.71,0.71,0
60,States,Connecticut,2015,41,347,10,3,3.75,2.88,0.86
61,States,Delaware,2015,41,41,0,0,0,0,0
62,States,District of Columbia,2015,41,X,X,X,X,X,X
63,States,Florida,2015,41,X,X,X,X,X,X
64,States,Georgia,2015,41,483,0,2,0.41,0,0.41
65,States,Hawaii,2015,41,182,20,1,11.54,10.99,0.55
66,States,Idaho,2015,41,X,X,X,X,X,X
67,States,Illinois,2015,41,271,3,0,1.11,1.11,0
68,States,Indiana,2015,41,96,1,1,2.08,1.04,1.04
69,States,Iowa,2015,41,55,1,0,1.82,1.82,0
70,States,Kansas,2015,41,93,2,1,3.23,2.15,1.08
71,States,Kentucky,2015,41,231,0,0,0,0,0
72,States,Louisiana,2015,41,389,2,1,0.77,0.51,0.26
73,States,Maine,2015,41,X,X,X,X,X,X
74,States,Maryland,2015,41,46,0,0,0,0,0
75,States,Massachusetts,2015,41,256,1,1,0.78,0.39,0.39
76,States,Michigan,2015,41,534,8,2,1.87,1.5,0.37
77,States,Minnesota,2015,41,243,2,0,0.82,0.82,0
78,States,Mississippi,2015,41,147,2,0,1.36,1.36,0
79,States,Missouri,2015,41,487,2,2,0.82,0.41,0.41
80,States,Montana,2015,41,72,0,0,0,0,0
81,States,Nebraska,2015,41,55,0,2,3.64,0,3.64
82,States,Nevada,2015,41,12,0,0,0,0,0
83,States,New Hampshire,2015,41,23,0,0,0,0,0
84,States,New Jersey,2015,41,X,X,X,X,X,X
85,States,New Mexico,2015,41,218,0,0,0,0,0
86,States,New York,2015,41,1239,4,2,0.48,0.32,0.16
87,States,North Carolina,2015,41,146,0,2,1.37,0,1.37
88,States,North Dakota,2015,41,X,X,X,X,X,X
89,States,Ohio,2015,41,620,1,1,0.32,0.16,0.16
90,States,Oklahoma,2015,41,159,0,0,0,0,0
91,States,Oregon,2015,41,117,1,0,0.85,0.85,0
92,States,Pennsylvania,2015,41,463,1,1,0.43,0.22,0.22
93,States,Rhode Island,2015,41,X,X,X,X,X,X
94,States,South Carolina,2015,41,183,0,0,0,0,0
95,States,South Dakota,2015,41,109,0,0,0,0,0
96,States,Tennessee,2015,41,120,1,2,2.5,0.83,1.67
97,States,Texas,2015,41,1150,7,15,1.91,0.61,1.3
98,States,Utah,2015,41,362,0,0,0,0,0
99,States,Vermont,2015,41,110,0,0,0,0,0
100,States,Virginia,2015,41,174,1,0,0.57,0.57,0
101,States,Washington,2015,41,239,4,0,1.67,1.67,0
102,States,West Virginia,2015,41,373,0,3,0.8,0,0.8
103,States,Wisconsin,2015,41,593,0,2,0.34,0,0.34
104,States,Wyoming,2015,41,15,1,0,6.67,6.67,0
105,States,Puerto Rico,2015,41,0,0,0,0,0,0
106,States,Virgin Islands,2015,41,X,X,X,X,X,X
107,States,New York City,2015,41,X,X,X,X,X,X
108,States,Alabama,2015,42,193,4,1,2.59,2.07,0.52
109,States,Alaska,2015,42,X,X,X,X,X,X
110,States,Arizona,2015,42,74,0,0,0,0,0
111,States,Arkansas,2015,42,40,0,0,0,0,0
112,States,California,2015,42,609,2,0,0.33,0.33,0
113,States,Colorado,2015,42,281,1,1,0.71,0.36,0.36
114,States,Connecticut,2015,42,313,4,2,1.92,1.28,0.64
115,States,Delaware,2015,42,46,1,0,2.17,2.17,0
116,States,District of Columbia,2015,42,X,X,X,X,X,X
117,States,Florida,2015,42,X,X,X,X,X,X
118,States,Georgia,2015,42,503,2,3,0.99,0.4,0.6
119,States,Hawaii,2015,42,252,4,0,1.59,1.59,0
120,States,Idaho,2015,42,22,0,0,0,0,0
121,States,Illinois,2015,42,275,3,3,2.18,1.09,1.09
122,States,Indiana,2015,42,76,0,0,0,0,0
123,States,Iowa,2015,42,93,3,0,3.23,3.23,0
124,States,Kansas,2015,42,69,2,0,2.9,2.9,0
125,States,Kentucky,2015,42,234,1,0,0.43,0.43,0
126,States,Louisiana,2015,42,407,1,0,0.25,0.25,0
127,States,Maine,2015,42,X,X,X,X,X,X
128,States,Maryland,2015,42,62,0,0,0,0,0
129,States,Massachusetts,2015,42,244,0,1,0.41,0,0.41
130,States,Michigan,2015,42,541,0,0,0,0,0
131,States,Minnesota,2015,42,262,1,1,0.76,0.38,0.38
132,States,Mississippi,2015,42,148,1,0,0.68,0.68,0
133,States,Missouri,2015,42,502,1,0,0.2,0.2,0
134,States,Montana,2015,42,68,0,0,0,0,0
135,States,Nebraska,2015,42,60,0,0,0,0,0
136,States,Nevada,2015,42,X,X,X,X,X,X
137,States,New Hampshire,2015,42,10,0,0,0,0,0
138,States,New Jersey,2015,42,X,X,X,X,X,X
139,States,New Mexico,2015,42,235,0,0,0,0,0
140,States,New York,2015,42,1262,1,2,0.24,0.08,0.16
141,States,North Carolina,2015,42,158,1,0,0.63,0.63,0
142,States,North Dakota,2015,42,12,0,0,0,0,0
143,States,Ohio,2015,42,682,0,4,0.59,0,0.59
144,States,Oklahoma,2015,42,171,1,1,1.17,0.58,0.58
145,States,Oregon,2015,42,142,0,0,0,0,0
146,States,Pennsylvania,2015,42,441,3,1,0.91,0.68,0.23
147,States,Rhode Island,2015,42,X,X,X,X,X,X
148,States,South Carolina,2015,42,219,3,0,1.37,1.37,0
149,States,South Dakota,2015,42,139,0,0,0,0,0
150,States,Tennessee,2015,42,171,2,1,1.75,1.17,0.58
151,States,Texas,2015,42,1084,4,14,1.66,0.37,1.29
152,States,Utah,2015,42,362,1,1,0.55,0.28,0.28
153,States,Vermont,2015,42,118,0,0,0,0,0
154,States,Virginia,2015,42,55,0,0,0,0,0
155,States,Washington,2015,42,223,1,0,0.45,0.45,0
156,States,West Virginia,2015,42,409,1,8,2.2,0.24,1.96
157,States,Wisconsin,2015,42,648,1,0,0.15,0.15,0
158,States,Wyoming,2015,42,14,0,0,0,0,0
159,States,Puerto Rico,2015,42,0,0,0,0,0,0
160,States,Virgin Islands,2015,42,X,X,X,X,X,X
161,States,New York City,2015,42,X,X,X,X,X,X
162,States,Alabama,2015,43,164,3,4,4.27,1.83,2.44
163,States,Alaska,2015,43,X,X,X,X,X,X
164,States,Arizona,2015,43,64,0,0,0,0,0
165,States,Arkansas,2015,43,33,0,0,0,0,0
166,States,California,2015,43,677,0,0,0,0,0
167,States,Colorado,2015,43,332,0,1,0.3,0,0.3
168,States,Connecticut,2015,43,335,0,0,0,0,0
169,States,Delaware,2015,43,31,0,0,0,0,0
170,States,District of Columbia,2015,43,X,X,X,X,X,X
171,States,Florida,2015,43,X,X,X,X,X,X
172,States,Georgia,2015,43,511,3,5,1.57,0.59,0.98
173,States,Hawaii,2015,43,228,3,1,1.75,1.32,0.44
174,States,Idaho,2015,43,18,0,0,0,0,0
175,States,Illinois,2015,43,366,8,5,3.55,2.19,1.37
176,States,Indiana,2015,43,84,0,0,0,0,0
177,States,Iowa,2015,43,105,3,0,2.86,2.86,0
178,States,Kansas,2015,43,97,1,2,3.09,1.03,2.06
179,States,Kentucky,2015,43,229,0,0,0,0,0
180,States,Louisiana,2015,43,293,2,1,1.02,0.68,0.34
181,States,Maine,2015,43,X,X,X,X,X,X
182,States,Maryland,2015,43,X,X,X,X,X,X
183,States,Massachusetts,2015,43,231,0,1,0.43,0,0.43
184,States,Michigan,2015,43,541,0,0,0,0,0
185,States,Minnesota,2015,43,242,1,0,0.41,0.41,0
186,States,Mississippi,2015,43,177,2,0,1.13,1.13,0
187,States,Missouri,2015,43,486,0,2,0.41,0,0.41
188,States,Montana,2015,43,61,0,0,0,0,0
189,States,Nebraska,2015,43,54,0,1,1.85,0,1.85
190,States,Nevada,2015,43,X,X,X,X,X,X
191,States,New Hampshire,2015,43,23,0,0,0,0,0
192,States,New Jersey,2015,43,X,X,X,X,X,X
193,States,New Mexico,2015,43,208,1,0,0.48,0.48,0
194,States,New York,2015,43,1284,6,3,0.7,0.47,0.23
195,States,North Carolina,2015,43,147,1,0,0.68,0.68,0
196,States,North Dakota,2015,43,19,0,0,0,0,0
197,States,Ohio,2015,43,781,3,1,0.51,0.38,0.13
198,States,Oklahoma,2015,43,147,1,0,0.68,0.68,0
199,States,Oregon,2015,43,164,0,1,0.61,0,0.61
200,States,Pennsylvania,2015,43,412,1,2,0.73,0.24,0.49
201,States,Rhode Island,2015,43,X,X,X,X,X,X
202,States,South Carolina,2015,43,241,1,1,0.83,0.41,0.41
203,States,South Dakota,2015,43,130,0,0,0,0,0
204,States,Tennessee,2015,43,155,0,1,0.65,0,0.65
205,States,Texas,2015,43,1093,16,4,1.83,1.46,0.37
206,States,Utah,2015,43,386,1,0,0.26,0.26,0
207,States,Vermont,2015,43,98,0,0,0,0,0
208,States,Virginia,2015,43,165,0,0,0,0,0
209,States,Washington,2015,43,277,1,0,0.36,0.36,0
210,States,West Virginia,2015,43,418,0,1,0.24,0,0.24
211,States,Wisconsin,2015,43,580,1,0,0.17,0.17,0
212,States,Wyoming,2015,43,15,0,0,0,0,0
213,States,Puerto Rico,2015,43,0,0,0,0,0,0
214,States,Virgin Islands,2015,43,X,X,X,X,X,X
215,States,New York City,2015,43,X,X,X,X,X,X
216,States,Alabama,2015,44,254,2,3,1.97,0.79,1.18
217,States,Alaska,2015,44,X,X,X,X,X,X
218,States,Arizona,2015,44,96,1,0,1.04,1.04,0
219,States,Arkansas,2015,44,47,2,0,4.26,4.26,0
220,States,California,2015,44,811,9,0,1.11,1.11,0
221,States,Colorado,2015,44,384,0,0,0,0,0
222,States,Connecticut,2015,44,346,0,0,0,0,0
223,States,Delaware,2015,44,48,0,0,0,0,0
224,States,District of Columbia,2015,44,X,X,X,X,X,X
225,States,Florida,2015,44,X,X,X,X,X,X
226,States,Georgia,2015,44,657,3,5,1.22,0.46,0.76
227,States,Hawaii,2015,44,190,1,3,2.11,0.53,1.58
228,States,Idaho,2015,44,17,0,1,5.88,0,5.88
229,States,Illinois,2015,44,380,5,3,2.11,1.32,0.79
230,States,Indiana,2015,44,103,0,0,0,0,0
231,States,Iowa,2015,44,91,1,0,1.1,1.1,0
232,States,Kansas,2015,44,115,1,3,3.48,0.87,2.61
233,States,Kentucky,2015,44,265,0,0,0,0,0
234,States,Louisiana,2015,44,318,1,1,0.63,0.31,0.31
235,States,Maine,2015,44,X,X,X,X,X,X
236,States,Maryland,2015,44,X,X,X,X,X,X
237,States,Massachusetts,2015,44,273,0,0,0,0,0
238,States,Michigan,2015,44,558,3,0,0.54,0.54,0
239,States,Minnesota,2015,44,314,0,1,0.32,0,0.32
240,States,Mississippi,2015,44,165,1,0,0.61,0.61,0
241,States,Missouri,2015,44,498,0,0,0,0,0
242,States,Montana,2015,44,85,1,0,1.18,1.18,0
243,States,Nebraska,2015,44,79,0,1,1.27,0,1.27
244,States,Nevada,2015,44,10,0,0,0,0,0
245,States,New Hampshire,2015,44,14,0,0,0,0,0
246,States,New Jersey,2015,44,X,X,X,X,X,X
247,States,New Mexico,2015,44,229,2,0,0.87,0.87,0
248,States,New York,2015,44,1236,4,2,0.49,0.32,0.16
249,States,North Carolina,2015,44,152,0,0,0,0,0
250,States,North Dakota,2015,44,X,X,X,X,X,X
251,States,Ohio,2015,44,744,5,6,1.48,0.67,0.81
252,States,Oklahoma,2015,44,174,0,0,0,0,0
253,States,Oregon,2015,44,159,0,0,0,0,0
254,States,Pennsylvania,2015,44,490,2,1,0.61,0.41,0.2
255,States,Rhode Island,2015,44,X,X,X,X,X,X
256,States,South Carolina,2015,44,288,0,1,0.35,0,0.35
257,States,South Dakota,2015,44,108,0,0,0,0,0
258,States,Tennessee,2015,44,230,0,8,3.48,0,3.48
259,States,Texas,2015,44,1217,11,6,1.4,0.9,0.49
260,States,Utah,2015,44,417,0,1,0.24,0,0.24
261,States,Vermont,2015,44,118,0,1,0.85,0,0.85
262,States,Virginia,2015,44,137,0,0,0,0,0
263,States,Washington,2015,44,293,1,0,0.34,0.34,0
264,States,West Virginia,2015,44,488,0,5,1.02,0,1.02
265,States,Wisconsin,2015,44,546,0,0,0,0,0
266,States,Wyoming,2015,44,28,0,0,0,0,0
267,States,Puerto Rico,2015,44,0,0,0,0,0,0
268,States,Virgin Islands,2015,44,X,X,X,X,X,X
269,States,New York City,2015,44,X,X,X,X,X,X
270,States,Alabama,2015,45,250,3,3,2.4,1.2,1.2
271,States,Alaska,2015,45,X,X,X,X,X,X
272,States,Arizona,2015,45,89,0,0,0,0,0
273,States,Arkansas,2015,45,33,0,0,0,0,0
274,States,California,2015,45,873,6,3,1.03,0.69,0.34
275,States,Colorado,2015,45,391,1,0,0.26,0.26,0
276,States,Connecticut,2015,45,298,1,0,0.34,0.34,0
277,States,Delaware,2015,45,63,0,0,0,0,0
278,States,District of Columbia,2015,45,X,X,X,X,X,X
279,States,Florida,2015,45,X,X,X,X,X,X
280,States,Georgia,2015,45,652,7,18,3.83,1.07,2.76
281,States,Hawaii,2015,45,188,1,2,1.6,0.53,1.06
282,States,Idaho,2015,45,32,0,0,0,0,0
283,States,Illinois,2015,45,375,17,1,4.8,4.53,0.27
284,States,Indiana,2015,45,102,0,0,0,0,0
285,States,Iowa,2015,45,58,0,0,0,0,0
286,States,Kansas,2015,45,104,1,0,0.96,0.96,0
287,States,Kentucky,2015,45,217,0,0,0,0,0
288,States,Louisiana,2015,45,438,4,0,0.91,0.91,0
289,States,Maine,2015,45,X,X,X,X,X,X
290,States,Maryland,2015,45,15,0,0,0,0,0
291,States,Massachusetts,2015,45,218,1,1,0.92,0.46,0.46
292,States,Michigan,2015,45,553,2,1,0.54,0.36,0.18
293,States,Minnesota,2015,45,257,0,0,0,0,0
294,States,Mississippi,2015,45,176,5,1,3.41,2.84,0.57
295,States,Missouri,2015,45,482,0,0,0,0,0
296,States,Montana,2015,45,68,0,0,0,0,0
297,States,Nebraska,2015,45,71,0,0,0,0,0
298,States,Nevada,2015,45,11,1,0,9.09,9.09,0
299,States,New Hampshire,2015,45,25,0,0,0,0,0
300,States,New Jersey,2015,45,X,X,X,X,X,X
301,States,New Mexico,2015,45,250,0,0,0,0,0
302,States,New York,2015,45,1322,2,2,0.3,0.15,0.15
303,States,North Carolina,2015,45,175,0,0,0,0,0
304,States,North Dakota,2015,45,15,0,0,0,0,0
305,States,Ohio,2015,45,715,4,1,0.7,0.56,0.14
306,States,Oklahoma,2015,45,190,0,0,0,0,0
307,States,Oregon,2015,45,160,0,0,0,0,0
308,States,Pennsylvania,2015,45,463,2,0,0.43,0.43,0
309,States,Rhode Island,2015,45,X,X,X,X,X,X
310,States,South Carolina,2015,45,255,1,0,0.39,0.39,0
311,States,South Dakota,2015,45,132,0,0,0,0,0
312,States,Tennessee,2015,45,198,0,6,3.03,0,3.03
313,States,Texas,2015,45,1343,16,15,2.31,1.19,1.12
314,States,Utah,2015,45,476,0,0,0,0,0
315,States,Vermont,2015,45,107,0,0,0,0,0
316,States,Virginia,2015,45,220,1,0,0.45,0.45,0
317,States,Washington,2015,45,264,0,1,0.38,0,0.38
318,States,West Virginia,2015,45,442,0,0,0,0,0
319,States,Wisconsin,2015,45,621,0,0,0,0,0
320,States,Wyoming,2015,45,20,1,0,5,5,0
321,States,Puerto Rico,2015,45,0,0,0,0,0,0
322,States,Virgin Islands,2015,45,X,X,X,X,X,X
323,States,New York City,2015,45,X,X,X,X,X,X
324,States,Alabama,2015,46,279,4,1,1.79,1.43,0.36
325,States,Alaska,2015,46,X,X,X,X,X,X
326,States,Arizona,2015,46,104,0,0,0,0,0
327,States,Arkansas,2015,46,44,0,0,0,0,0
328,States,California,2015,46,943,4,2,0.64,0.42,0.21
329,States,Colorado,2015,46,385,0,0,0,0,0
330,States,Connecticut,2015,46,359,1,1,0.56,0.28,0.28
331,States,Delaware,2015,46,62,0,0,0,0,0
332,States,District of Columbia,2015,46,X,X,X,X,X,X
333,States,Florida,2015,46,X,X,X,X,X,X
334,States,Georgia,2015,46,836,5,21,3.11,0.6,2.51
335,States,Hawaii,2015,46,146,0,0,0,0,0
336,States,Idaho,2015,46,19,0,0,0,0,0
337,States,Illinois,2015,46,364,7,4,3.02,1.92,1.1
338,States,Indiana,2015,46,120,0,0,0,0,0
339,States,Iowa,2015,46,67,0,0,0,0,0
340,States,Kansas,2015,46,93,2,3,5.38,2.15,3.23
341,States,Kentucky,2015,46,261,0,2,0.77,0,0.77
342,States,Louisiana,2015,46,450,4,0,0.89,0.89,0
343,States,Maine,2015,46,X,X,X,X,X,X
344,States,Maryland,2015,46,X,X,X,X,X,X
345,States,Massachusetts,2015,46,263,0,0,0,0,0
346,States,Michigan,2015,46,582,4,1,0.86,0.69,0.17
347,States,Minnesota,2015,46,276,0,0,0,0,0
348,States,Mississippi,2015,46,209,1,0,0.48,0.48,0
349,States,Missouri,2015,46,480,0,1,0.21,0,0.21
350,States,Montana,2015,46,61,0,0,0,0,0
351,States,Nebraska,2015,46,49,0,0,0,0,0
352,States,Nevada,2015,46,X,X,X,X,X,X
353,States,New Hampshire,2015,46,18,0,0,0,0,0
354,States,New Jersey,2015,46,X,X,X,X,X,X
355,States,New Mexico,2015,46,265,0,0,0,0,0
356,States,New York,2015,46,1330,1,2,0.23,0.08,0.15
357,States,North Carolina,2015,46,175,3,1,2.29,1.71,0.57
358,States,North Dakota,2015,46,14,0,0,0,0,0
359,States,Ohio,2015,46,819,3,3,0.73,0.37,0.37
360,States,Oklahoma,2015,46,217,0,0,0,0,0
361,States,Oregon,2015,46,226,0,0,0,0,0
362,States,Pennsylvania,2015,46,506,1,3,0.79,0.2,0.59
363,States,Rhode Island,2015,46,X,X,X,X,X,X
364,States,South Carolina,2015,46,321,1,4,1.56,0.31,1.25
365,States,South Dakota,2015,46,106,0,0,0,0,0
366,States,Tennessee,2015,46,256,0,3,1.17,0,1.17
367,States,Texas,2015,46,1140,16,17,2.89,1.4,1.49
368,States,Utah,2015,46,456,0,0,0,0,0
369,States,Vermont,2015,46,106,0,0,0,0,0
370,States,Virginia,2015,46,205,0,0,0,0,0
371,States,Washington,2015,46,299,0,1,0.33,0,0.33
372,States,West Virginia,2015,46,457,1,3,0.88,0.22,0.66
373,States,Wisconsin,2015,46,574,1,0,0.17,0.17,0
374,States,Wyoming,2015,46,16,0,0,0,0,0
375,States,Puerto Rico,2015,46,0,0,0,0,0,0
376,States,Virgin Islands,2015,46,X,X,X,X,X,X
377,States,New York City,2015,46,X,X,X,X,X,X
378,States,Alabama,2015,47,271,0,3,1.11,0,1.11
379,States,Alaska,2015,47,X,X,X,X,X,X
380,States,Arizona,2015,47,97,1,0,1.03,1.03,0
381,States,Arkansas,2015,47,40,1,0,2.5,2.5,0
382,States,California,2015,47,858,4,1,0.58,0.47,0.12
383,States,Colorado,2015,47,418,2,0,0.48,0.48,0
384,States,Connecticut,2015,47,353,0,0,0,0,0
385,States,Delaware,2015,47,64,0,1,1.56,0,1.56
386,States,District of Columbia,2015,47,X,X,X,X,X,X
387,States,Florida,2015,47,X,X,X,X,X,X
388,States,Georgia,2015,47,738,2,2,0.54,0.27,0.27
389,States,Hawaii,2015,47,102,0,0,0,0,0
390,States,Idaho,2015,47,26,1,0,3.85,3.85,0
391,States,Illinois,2015,47,300,4,2,2,1.33,0.67
392,States,Indiana,2015,47,126,0,0,0,0,0
393,States,Iowa,2015,47,62,0,0,0,0,0
394,States,Kansas,2015,47,95,0,1,1.05,0,1.05
395,States,Kentucky,2015,47,275,0,1,0.36,0,0.36
396,States,Louisiana,2015,47,472,3,0,0.64,0.64,0
397,States,Maine,2015,47,X,X,X,X,X,X
398,States,Maryland,2015,47,X,X,X,X,X,X
399,States,Massachusetts,2015,47,287,2,0,0.7,0.7,0
400,States,Michigan,2015,47,559,3,0,0.54,0.54,0
401,States,Minnesota,2015,47,266,1,0,0.38,0.38,0
402,States,Mississippi,2015,47,191,2,0,1.05,1.05,0
403,States,Missouri,2015,47,411,0,0,0,0,0
404,States,Montana,2015,47,67,0,0,0,0,0
405,States,Nebraska,2015,47,49,0,0,0,0,0
406,States,Nevada,2015,47,X,X,X,X,X,X
407,States,New Hampshire,2015,47,15,0,0,0,0,0
408,States,New Jersey,2015,47,X,X,X,X,X,X
409,States,New Mexico,2015,47,288,0,0,0,0,0
410,States,New York,2015,47,1213,4,4,0.66,0.33,0.33
411,States,North Carolina,2015,47,219,1,4,2.28,0.46,1.83
412,States,North Dakota,2015,47,X,X,X,X,X,X
413,States,Ohio,2015,47,705,0,1,0.14,0,0.14
414,States,Oklahoma,2015,47,170,0,0,0,0,0
415,States,Oregon,2015,47,205,0,0,0,0,0
416,States,Pennsylvania,2015,47,451,0,1,0.22,0,0.22
417,States,Rhode Island,2015,47,X,X,X,X,X,X
418,States,South Carolina,2015,47,300,2,0,0.67,0.67,0
419,States,South Dakota,2015,47,116,0,0,0,0,0
420,States,Tennessee,2015,47,217,0,7,3.23,0,3.23
421,States,Texas,2015,47,1494,8,11,1.27,0.54,0.74
422,States,Utah,2015,47,485,0,1,0.21,0,0.21
423,States,Vermont,2015,47,104,0,1,0.96,0,0.96
424,States,Virginia,2015,47,136,0,0,0,0,0
425,States,Washington,2015,47,294,0,1,0.34,0,0.34
426,States,West Virginia,2015,47,382,1,1,0.52,0.26,0.26
427,States,Wisconsin,2015,47,573,2,2,0.7,0.35,0.35
428,States,Wyoming,2015,47,14,0,0,0,0,0
429,States,Puerto Rico,2015,47,0,0,0,0,0,0
430,States,Virgin Islands,2015,47,X,X,X,X,X,X
431,States,New York City,2015,47,X,X,X,X,X,X
432,States,Alabama,2015,48,321,5,4,2.8,1.56,1.25
433,States,Alaska,2015,48,14,0,0,0,0,0
434,States,Arizona,2015,48,88,1,0,1.14,1.14,0
435,States,Arkansas,2015,48,54,0,0,0,0,0
436,States,California,2015,48,1015,9,7,1.58,0.89,0.69
437,States,Colorado,2015,48,451,2,0,0.44,0.44,0
438,States,Connecticut,2015,48,349,1,0,0.29,0.29,0
439,States,Delaware,2015,48,61,0,0,0,0,0
440,States,District of Columbia,2015,48,X,X,X,X,X,X
441,States,Florida,2015,48,X,X,X,X,X,X
442,States,Georgia,2015,48,452,2,3,1.11,0.44,0.66
443,States,Hawaii,2015,48,158,1,0,0.63,0.63,0
444,States,Idaho,2015,48,43,5,2,16.28,11.63,4.65
445,States,Illinois,2015,48,365,3,2,1.37,0.82,0.55
446,States,Indiana,2015,48,112,2,0,1.79,1.79,0
447,States,Iowa,2015,48,93,0,0,0,0,0
448,States,Kansas,2015,48,105,3,0,2.86,2.86,0
449,States,Kentucky,2015,48,283,0,1,0.35,0,0.35
450,States,Louisiana,2015,48,483,2,0,0.41,0.41,0
451,States,Maine,2015,48,X,X,X,X,X,X
452,States,Maryland,2015,48,21,0,0,0,0,0
453,States,Massachusetts,2015,48,286,1,1,0.7,0.35,0.35
454,States,Michigan,2015,48,610,7,0,1.15,1.15,0
455,States,Minnesota,2015,48,309,0,0,0,0,0
456,States,Mississippi,2015,48,182,4,1,2.75,2.2,0.55
457,States,Missouri,2015,48,491,1,0,0.2,0.2,0
458,States,Montana,2015,48,69,0,0,0,0,0
459,States,Nebraska,2015,48,63,0,0,0,0,0
460,States,Nevada,2015,48,18,1,0,5.56,5.56,0
461,States,New Hampshire,2015,48,18,0,0,0,0,0
462,States,New Jersey,2015,48,X,X,X,X,X,X
463,States,New Mexico,2015,48,264,0,1,0.38,0,0.38
464,States,New York,2015,48,1457,6,2,0.55,0.41,0.14
465,States,North Carolina,2015,48,224,2,2,1.79,0.89,0.89
466,States,North Dakota,2015,48,X,X,X,X,X,X
467,States,Ohio,2015,48,766,1,2,0.39,0.13,0.26
468,States,Oklahoma,2015,48,213,0,0,0,0,0
469,States,Oregon,2015,48,222,1,0,0.45,0.45,0
470,States,Pennsylvania,2015,48,488,4,2,1.23,0.82,0.41
471,States,Rhode Island,2015,48,X,X,X,X,X,X
472,States,South Carolina,2015,48,307,0,3,0.98,0,0.98
473,States,South Dakota,2015,48,130,1,1,1.54,0.77,0.77
474,States,Tennessee,2015,48,256,4,8,4.69,1.56,3.13
475,States,Texas,2015,48,1480,10,10,1.35,0.68,0.68
476,States,Utah,2015,48,564,1,0,0.18,0.18,0
477,States,Vermont,2015,48,104,0,0,0,0,0
478,States,Virginia,2015,48,215,0,0,0,0,0
479,States,Washington,2015,48,346,5,2,2.02,1.45,0.58
480,States,West Virginia,2015,48,419,0,0,0,0,0
481,States,Wisconsin,2015,48,721,2,0,0.28,0.28,0
482,States,Wyoming,2015,48,33,0,0,0,0,0
483,States,Puerto Rico,2015,48,0,0,0,0,0,0
484,States,Virgin Islands,2015,48,X,X,X,X,X,X
485,States,New York City,2015,48,X,X,X,X,X,X
486,States,Alabama,2015,49,277,3,1,1.44,1.08,0.36
487,States,Alaska,2015,49,13,0,0,0,0,0
488,States,Arizona,2015,49,72,2,0,2.78,2.78,0
489,States,Arkansas,2015,49,48,0,0,0,0,0
490,States,California,2015,49,985,6,3,0.91,0.61,0.3
491,States,Colorado,2015,49,455,2,3,1.1,0.44,0.66
492,States,Connecticut,2015,49,343,1,1,0.58,0.29,0.29
493,States,Delaware,2015,49,87,0,0,0,0,0
494,States,District of Columbia,2015,49,X,X,X,X,X,X
495,States,Florida,2015,49,X,X,X,X,X,X
496,States,Georgia,2015,49,683,2,5,1.02,0.29,0.73
497,States,Hawaii,2015,49,134,0,0,0,0,0
498,States,Idaho,2015,49,37,2,1,8.11,5.41,2.7
499,States,Illinois,2015,49,359,3,0,0.84,0.84,0
500,States,Indiana,2015,49,158,0,0,0,0,0
501,States,Iowa,2015,49,84,0,0,0,0,0
502,States,Kansas,2015,49,137,4,1,3.65,2.92,0.73
503,States,Kentucky,2015,49,272,0,2,0.74,0,0.74
504,States,Louisiana,2015,49,400,2,0,0.5,0.5,0
505,States,Maine,2015,49,X,X,X,X,X,X
506,States,Maryland,2015,49,21,0,0,0,0,0
507,States,Massachusetts,2015,49,303,0,3,0.99,0,0.99
508,States,Michigan,2015,49,599,9,1,1.67,1.5,0.17
509,States,Minnesota,2015,49,292,1,1,0.68,0.34,0.34
510,States,Mississippi,2015,49,179,2,0,1.12,1.12,0
511,States,Missouri,2015,49,456,2,1,0.66,0.44,0.22
512,States,Montana,2015,49,75,0,0,0,0,0
513,States,Nebraska,2015,49,72,0,0,0,0,0
514,States,Nevada,2015,49,23,0,0,0,0,0
515,States,New Hampshire,2015,49,19,0,0,0,0,0
516,States,New Jersey,2015,49,X,X,X,X,X,X
517,States,New Mexico,2015,49,262,0,1,0.38,0,0.38
518,States,New York,2015,49,1422,8,4,0.84,0.56,0.28
519,States,North Carolina,2015,49,213,0,4,1.88,0,1.88
520,States,North Dakota,2015,49,11,0,0,0,0,0
521,States,Ohio,2015,49,808,1,2,0.37,0.12,0.25
522,States,Oklahoma,2015,49,214,0,0,0,0,0
523,States,Oregon,2015,49,214,3,2,2.34,1.4,0.93
524,States,Pennsylvania,2015,49,582,2,0,0.34,0.34,0
